REVIEW_TITLE|SCORE|ROLE|PROS|CONS|DATE|STATUS|LOCATION|tiempoCategoria|categoriaStatus
IBM VMware SME|4|Administrador|Posibilidad y obligacion de tener capacitacion y cursos pagos. _x000D_ Flexibilidad horaria_x000D_ Home working|Los salarios son medios a bajos|2020-03-28|Current Employee, More Than 8 Years|Córdoba|8|Empleado
IBM VMware SME|4|Administrador|Posibilidad y obligacion de tener capacitacion y cursos pagos. _x000D_ Flexibilidad horaria_x000D_ Home working|Los salarios son medios a bajos|2020-03-28|Current Employee, More Than 8 Years|Córdoba|8|Empleado
bien|4|Consultor SAP|te dan oportunidades pero a veces es cuestión de estar muy atento|si trabajas en cliente te dan poca bola|2020-05-06|Current Employee|Buenos Aires|Desconocida|Empleado
IBM|2|Administrador de sistemas Windows sénior|Flexibilidad horaria, buena obra social.|ascensos por amiguismo._x000D_ Sueldos bajos frente a la competencia._x000D_ Aumento constante de responsabilidades, pero no de sueldo._x000D_ Ambiente muy falso.|2020-05-11|Current Employee, More Than 5 Years|Buenos Aires|5|Empleado
Calificación Personal|4|Gerente de Servicio de Entregas|Buenas prestaciones, en términos generales es un buen lugar|Mucha carga de trabajo, estres si trabajas en cuentas comericales|2020-06-01|Current Employee, More Than 5 Years|Guadalajara, Jalisco|5|Empleado
Buena compañía para trabajar|5|Especialista en TI|+ Buen ambiente laboral_x000D_ + Flexibilidad _x000D_ + Oficinas céntricas en Madrid|+ Salarios bajos_x000D_ + Poca movilidad interna|2020-06-15|Current Employee, More Than 1 Year|Madrid|1|Empleado
Buen lugar para trabajar|4|Líder Técnico Desarrollo Web|Horarios flexibles, Home Office, Prepaga, otros beneficios|Ajustes salariales no siempre a la altura de la inflación|2020-06-15|Current Employee|Buenos Aires|Desconocida|Empleado
Estuvo mal pero NO TAN MAL|2|Especialista en software|Home Working, flexibilidad , cercania a mi hogar|La cadena de liderazgo muy enviciada por el amiguismo|2020-06-16|Former Employee, More Than 8 Years|Buenos Aires|8|Empleado
Buen ambiente de trabaajo|4|Empleado anónimo|Buen salario y ambiente laboral. Clases de idioma|Estancamiento, dado que las tareas pasan a ser monotonas|2020-08-08|Current Employee|Unknown|Desconocida|Empleado
Buenas empresa|5|Analista Asociado de Planificación|Buena cultura, feedback, oportunidades, buen ambiente laboral|Estructura muy grande, por lo puedes tardar en subir de puesto|2020-08-12|Current Employee, More Than 1 Year|El Salto, Jalisco|1|Empleado
Mala|3|ingeniero de software|Plan de ahorro, te duplican tu aportte|Poco foco en el desarrollo de buen software, mentalidad anticuada|2020-09-28|Current Employee, More Than 3 Years|Ciudad De Mexico|3|Empleado
Buen|4|Programador De Software|El ambiente laboral es muy bueno|Ha habido fallos en sus sistemas de pago, errores en mi nómina, promesas incumplidas|2020-10-13|Current Employee, More Than 1 Year|El Salto, Jalisco|1|Empleado
Muy bien en overall, si|5|Gerente Asociado de Marketing|Muy buen sueldo, entren que vale la pena|terrible leadership, conciliacion trabajo no tan bueno|2021-02-17|Current Employee, More Than 1 Year|Unknown|1|Empleado
Empresa muy guay|5|Empleado anónimo|Network, las personas están muy dispuestas a ayudar|Muy grande y a veces los procesos son lentos|2021-02-26|Current Employee, Less Than 1 Year|Unknown|0|Empleado
Poco crecimiebto|3|Analista de RA|Buen lugar para aprender y buen balance con vida personal|Bajo salario, es difícil crecer si no estas bien conectado|2021-03-02|Former Employee, More Than 1 Year|Unknown|1|Empleado
Buena empresa|4|Oficina Trasera|Horario + sueldo + prestaciones|IBM tiene procesos muy específicos de producto que se conocen solo desde dentro prácticamente|2021-03-12|Current Employee, Less Than 1 Year|Guadalajara, Jalisco|0|Empleado
IBM|5|Analista de negocios|Excelente calidad humana en el perfil ibmista|Locación el trafico es terrible se pierde mucho tiempo en el trayecto|2021-03-30|Current Employee, More Than 8 Years|El Salto, Jalisco|8|Empleado
Buen ambiente|4|Defensor del desarrollador|Excelente ambiente laboral_x000D_ Buen sueldo_x000D_ Buen ecosistema_x000D_ Excelente lugar de aprendizaje|Hay demasiada información y cursos y deberían redirigirlo de mejor manera|2021-04-19|Current Employee|Ciudad De Mexico|Desconocida|Empleado
Poca posibilidad de crecimiento|3|Probador de software|Salario acorde al mercado. Se respeta el horario laboral|Poca posibilidad de crecimiento. Proyectos poco desafiantes. Metodologías obsoletas|2021-04-29|Former Employee, More Than 3 Years|Montevideo|3|Empleado
Jefe de equipo|5|Ingeniero en sistemas computacionales|Esta muy bueno el trabajo y el ambiente|Una de las desventajas son las pocas vacaiones|2021-05-02|Current Employee, More Than 3 Years|Guadalajara, Jalisco|3|Empleado
Un lugar aceptable para trabajar|3|Consultor SAP|Buenos equipos, pago sin problemas, prepaga, capacitaciones, home office|dificultad para pasar de proyectos, pocos proyectos SAP|2021-05-05|Current Employee, More Than 10 Years|Buenos Aires|10|Empleado
Test QA|5|Ingeniero de pruebas|Buen ambiente buena relacion buenos cursos buen trabajo|esta muy alejado de la ciudad el campus de gdl|2021-05-11|Current Employee|Guadalajara, Jalisco|Desconocida|Empleado
Excelente empresa|4|Analista de Operaciones Comerciales|estabilidad y flexibilidad de trabajar remotamente|crecimiento un poco lento o muy dificil de subir despues de un tiempo|2021-06-22|Current Employee|Guadalajara, Jalisco|Desconocida|Empleado
Buena empresa con posibilidades muy limitadas en Argentina|3|Analista|Educación, salario, Cultura, Inclusión, Personas|Inestabilidad, Falta de estrategia, Poca visión, Desempleos masivos, reducción|2021-06-24|Former Employee, More Than 5 Years|Buenos Aires|5|Empleado
Empresa Maravillosa|5|Analista Pleno|Flexibilidad, estructura general brindada por la empresa.|Muchas exigencias basadas en métricas que no siempre transmiten la realidad.|2021-07-01|Former Employee|Buenos Aires|Desconocida|Exempleado
Great Place to work|4|jefe de equipo|Excelentes prestaciones, gran oportunidad de capacitarte en distintas tecnologias. Sueldo competitivo|Incrementos salariales o bandas bastante lentos|2021-07-12|Current Employee|Monterrey, Nuevo León|Desconocida|Empleado
Gran empresa|5|Especialista Técnico|Es una super empresa! Excelentes presentaciones|A la fecha, no eh encontrado alguna desventaje de estar en IBM|2021-08-25|Current Employee|Ciudad De Mexico|Desconocida|Empleado
Buena empresa|5|Cundinamarca|Crecimiento personal, buena ubicación, relaciones externas.|Baja posibilidad de continuar según el puesto.|2015-07-20|Current Employee|Bogotá, Bogota|Desconocida|Empleado
Mala|1|líder|Empleados , grupos, equipos de trabajo. Más allá de los jefes los empleados nos preocupamos por el otro y no vamos a permitir que nos sigan insultando.|Gerentes, sueldo, beneficios, instalaciones, posibilidad de crecimiento. Los rrhh son inexistentes, sin preocupación por el empleado. Somos un número solamente|2017-07-09|Current Employee|Buenos Aires|Desconocida|Empleado
Positiva|5|Gerente de Proyecto (PM)|Tenes muchos cursos gratis y oportunidades para crecer.|debería haber aumento x inflación y performance.|2018-09-03|Current Employee|Buenos Aires|Desconocida|Empleado
Multinacional|3|Empleado anónimo|Experiencia a nivel global y de varios equipos de trabajo|reducción masiva de gente sin importar antiguedad, cargo o situación.|2019-08-12|Former Employee|Unknown|Desconocida|Exempleado
Multinacional|3|Empleado anónimo|Experiencia a nivel global y de varios equipos de trabajo|reducción masiva de gente sin importar antiguedad, cargo o situación.|2019-08-12|Former Employee|Unknown|Desconocida|Exempleado
IBM|4|Analista De Finanzas|Horarios, flexibilidad, buen amibiente y crecimiento|Trabajo monotono y dificil de sobresalir , lejos del centro de GDL|2019-08-15|Former Employee, More Than 3 Years|Unknown|3|Empleado
Buen ambiente, mal salario.|3|Empleado anónimo|Buen ambiente, oportunidad de aprender continuamente, vastos recursos tecnológicos disponibles.|Abajo del promedio en cuanto a remuneración.|2019-08-18|Current Employee, More Than 8 Years|Unknown|8|Empleado
Buenas prestaciones y ambiente|5|regulador de negocios|Equipos globales, amplio crecimiento, buenas prestaciones|Fuera de la ciudad, aunque hay sistema de transporte|2019-09-19|Current Employee, More Than 1 Year|Guadalajara, Jalisco|1|Empleado
Depende del cliente|4|Administrador de base de datos de SQL Server|Mucha flexibilidad, equilibrio entre trabajo y vida personal, no hay estres|Inestabilidad laboral, los proyectos cierran repentinamente|2019-10-07|Current Employee, More Than 1 Year|El Salto, Jalisco|1|Empleado
IBM|4|Técnico De Pruebas|Su sueldo es atractivo y buenas prestaciones|Los horarios no me agradan tanto|2019-11-26|Current Employee, More Than 1 Year|Guadalajara, Jalisco|1|Empleado
Muy buen lugar para trabajar|5|Analista Contable|Flexibilidad - Buen ambiente de trabajo - Estacionamieto|Ninguna, se trabaja muy a gusto|2020-01-06|Current Employee, More Than 3 Years|Buenos Aires|3|Empleado
Buena empresa pero sobrepasada|4|Empleado anónimo|Fantástica formación y buen ambiente de trabajo|La dirección intermedia deja mucho que desear en general|2020-01-08|Current Employee|Unknown|Desconocida|Empleado
Excelente|5|Especialista senior en TI|Mejora continua y desafios permanentes son caracateristicas de esta Empresa.|La carga de trabajo es alta y exigente.|2020-01-09|Current Employee, More Than 5 Years|Buenos Aires|5|Empleado
IBM Gdl|5|Empleado anónimo|Buen lugar para trabajar. Sueldos competitivos|Proyectos pueden ser buenos pero algunos aun tienen tecnologías muy viejas|2020-02-12|Current Employee|Unknown|Desconocida|Empleado
Gran empresa|5|Canales y Alianzas|Una de las mejores empresas para trabajar en el mundo|El estres y que hay muchos despidos|2020-04-06|Former Employee|Ciudad De Mexico|Desconocida|Exempleado
Bien y puede mejorar|5|Asistente Administrativo Ejecutivo|Buen ambiente laboral, personal mayoritariamente joven, buen salario.|Management no tan dispuesto a aceptar sugerencias.|2020-05-07|Current Employee, Less Than 1 Year|Heredia|0|Empleado
Buen ambiente de trabajo|5|Empleado anónimo|Todo el mundo está dispuesto a ayudarte|Que a los becarios no les suelen contratar|2020-05-18|Current Employee|Madrid|Desconocida|Empleado
Alta exigencia|3|Analista De Nomina|Salario competitivo, horario flexible, home office|Bajo reconocimiento, alta exigencia en tareas asignadas, mas objetivos de horas de capacitacion|2020-05-21|Current Employee|Buenos Aires|Desconocida|Empleado
Muy buena empresa|5|Ingeniero de sistemas|amplias áreas en sus instalaciones|muy poco crecimiento en algunas areas de trabajo|2020-05-27|Former Employee|Guadalajara, Jalisco|Desconocida|Exempleado
Buena empresa para trabajar|4|consultor sénior|Formación, plan de carrera definido, oportunidades dentro de la empresa|Depende mucho del cliente / proyecto|2020-06-07|Current Employee|Barcelona|Desconocida|Empleado
Gran ambiente para el aprendizaje.|5|Becario|Ambiente, compañeros y proyectos/clientes interesantes para aprender mucho.|Gran empresa, muchas horas de trabajo|2020-06-16|Current Employee, Less Than 1 Year|Madrid|0|Empleado
Algo|4|Especialista en TI|Hay Comedor en el edificio. Y futbolito|No es gratis el comedor, luego está lleno y es difícil llegar|2020-07-17|Current Employee, More Than 1 Year|Ciudad De Mexico|1|Empleado
Empresa a nivel general|3|Oficial de gestión de proyectos|Buenas obra social, muchas oportunidades de crecimiento, excelentes capacitaciones a empleados.|Ambiente laboral hostil, no pagan bonos.|2020-08-13|Current Employee, More Than 3 Years|Buenos Aires|3|Empleado
Muy buena|5|Defensor del desarrollador|Gran empresa y gran ambiente laboral.|Los salarios son muy buenos, aunque considerandolo, no es una desventaja...|2020-08-20|Former Employee|Unknown|Desconocida|Exempleado
Muy buena|5|Defensor del desarrollador|Gran empresa y gran ambiente laboral.|Los salarios son muy buenos, aunque considerandolo, no es una desventaja...|2020-08-20|Former Employee|Unknown|Desconocida|Exempleado
Ventajas y desventaja|4|Analista Contable|Flexibilidad, home office. Buen ambiente laboral|Cierres intensos dependiendo el grupo de trabajo que tengas, amplia rotación.|2020-08-24|Current Employee|Buenos Aires|Desconocida|Empleado
Sueldos bajos|3|Analista Contable Semi Senior|Buena obra social_x000D_ Home office despues del año|Cierres eternos y mucha presión_x000D_ Pocas posibilidades de crecimiento y desarrollo profesional_x000D_ Sueldos bajos|2020-09-02|Current Employee, More Than 1 Year|Buenos Aires|1|Empleado
Gran Experiencia|5|Consultor|gran ambiente y muchas oportunidades de crecer|demasiada burocracia y reporting, lo lógico en una gran empresa|2020-10-01|Current Employee|Madrid|Desconocida|Empleado
Gran empresa|5|jefe de equipo|Ambiente multicultural, diferentes brands , mucha expansion , tecnologia|no es tan fácil crecer en estos momentos|2020-10-22|Current Employee|Madrid|Desconocida|Empleado
Ux&Ui|5|Diseñador de UI/experiencia de usuario|Aprendí muchísimo, conoces a clientes muy muy grande.|A veces trabajas de más|2020-11-06|Current Employee|Guadalajara, Jalisco|Desconocida|Empleado
Allright|5|Analista Contable Senior|Flexibilidad, Espacio de trabajo, beneficios especiales y el compañerismo|Cierres largos, mala comida, los sueldos podrían ser mejores|2021-01-07|Current Employee, More Than 8 Years|Martínez|8|Empleado
Soporte|2|Técnico de ayuda informática|Pocas, habilidad para crecer e irse a un lugar mejor|Muy poca consideración con el equipo de parte de los superiores|2021-01-10|Former Employee, Less Than 1 Year|Unknown|0|Empleado
ibm|5|Empleado anónimo|Buen ambiente de trabajo, team work, crecimiento y desarrollo|Mucho trabajo, a veces apenas da tiempo de comer|2021-02-11|Former Employee, More Than 1 Year|Ciudad De Mexico|1|Empleado
Gran Experiencia.|4|Analista de Contabilidad|Flexibilidad. Aprendizaje constante. Muy buenos equipos de trabajo.|Sueldos no tan competitivos. Oportunidades de crecimiento un poco limitadas.|2021-02-15|Current Employee|Buenos Aires|Desconocida|Empleado
muy buena|4|Cuentas por pagar|gran lugar de trabajo donde aprendes mucho|el trabajo es muy repetitivo, y a veces es cansador eso|2021-02-25|Current Employee|Buenos Aires|Desconocida|Empleado
Muy satisfactoria la experiencia en IBM|5|arquitecto de la nube|Gran ambiente de trabajo en la empresa|Carga alta de trabajo en ocasiones|2021-03-04|Current Employee, More Than 3 Years|Madrid|3|Empleado
Excelente compañía|5|Gerente de incidentes|Sueldo acorde a la posición, equilibrio laboral-vida personal, ambiente respetuoso|No tengo ninguna queja sobre esta compañía|2021-03-25|Former Employee|Unknown|Desconocida|Exempleado
Excelente empresa para comenzar a desarrollarse|5|Desarrollador de software|Swiss medical, Horas extras, Cupones de descuentos,|Por ahora no encontré ninguna desventaja|2021-03-31|Current Employee|Buenos Aires|Desconocida|Empleado
buena empresa|5|Ingeniero De Pruebas|gran empresa, con mucha oportunidad de crecimiento|Se deben mejorar algunas instalaciones|2021-04-20|Current Employee|Guadalajara, Jalisco|Desconocida|Empleado
