,EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Employee Source,AgeStartedWorking
2955,6917,21,1,Travel_Rarely,Sales,7,Below college,Marketing,2,Male,3,1,Sales Representative,2,Single,2679,1,No,13,3,2,0,1,3,3,1,0,1,0,Recruit.net,20
289,5229,55,0,Travel_Rarely,Research & Development,2,Bachelor,Marketing,4,Female,3,1,Research Scientist,2,Single,2311,2,No,15,3,4,0,9,3,3,3,2,1,2,Company Website,46
2979,7192,33,0,Travel_Rarely,Research & Development,8,Master,Life Sciences,4,Male,4,1,Research Scientist,1,Married,3143,6,No,19,3,2,1,14,1,3,10,8,7,6,Company Website,19
1083,1761,54,0,Travel_Rarely,Research & Development,8,Master,Life Sciences,3,Female,3,2,Laboratory Technician,3,Single,3780,7,No,11,3,3,0,19,3,3,1,0,0,0,Adzuna,35
3107,4786,37,0,Travel_Rarely,Research & Development,7,Master,Medical,4,Male,3,2,Research Scientist,1,Married,4284,5,Yes,22,3,3,1,16,2,3,5,3,0,4,LinkedIn,21
2492,1497,24,1,Travel_Rarely,Research & Development,24,Bachelor,Medical,4,Male,3,1,Laboratory Technician,1,Single,3172,2,Yes,11,3,3,0,4,2,2,0,0,0,0,Recruit.net,20
2346,5960,32,1,Travel_Rarely,Research & Development,8,College,Medical,3,Male,4,2,Sales Executive,3,Married,6232,2,No,11,3,2,0,6,3,2,3,2,1,2,Company Website,26
2170,2037,36,1,Travel_Frequently,Sales,3,Master,Medical,3,Male,2,4,Healthcare Representative,2,Divorced,13577,1,Yes,15,3,4,1,34,3,3,33,9,15,0,Company Website,2
1948,1488,35,0,Travel_Frequently,Research & Development,1,Bachelor,Medical,3,Male,3,4,Manager,3,Married,8392,1,No,16,3,3,1,10,2,3,10,7,0,7,Company Website,25
1953,6209,39,0,Travel_Frequently,Research & Development,2,Bachelor,Life Sciences,1,Male,3,4,Healthcare Representative,4,Divorced,12169,7,No,11,3,4,3,21,4,3,18,7,11,5,Company Website,18
689,8637,38,1,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1,Female,2,1,Research Scientist,4,Married,2911,1,No,13,3,3,1,2,2,2,2,2,0,2,Company Website,36
2111,5562,30,0,Travel_Rarely,Research & Development,1,Bachelor,Medical,4,Male,3,1,Research Scientist,2,Married,3579,0,Yes,21,3,1,1,12,2,3,11,9,5,7,LinkedIn,18
2144,9501,30,1,Travel_Rarely,Research & Development,28,College,Medical,3,Male,3,1,Research Scientist,3,Divorced,2517,1,No,11,3,2,3,5,2,3,5,3,0,3,GlassDoor,25
140,8584,44,0,Travel_Frequently,Human Resources,1,Doctor,Human Resources,1,Male,4,1,Research Scientist,2,Divorced,3298,0,Yes,12,3,4,2,7,5,2,6,2,0,5,Indeed,37
2845,9514,30,1,Travel_Rarely,Sales,9,Bachelor,Medical,4,Male,3,2,Sales Executive,4,Married,7847,1,Yes,17,3,1,1,10,3,3,10,9,8,8,LinkedIn,20
2231,6880,46,0,Travel_Frequently,Research & Development,18,Below college,Medical,3,Female,2,2,Laboratory Technician,4,Married,4627,0,No,12,3,1,1,10,6,3,9,2,6,7,Recruit.net,36
1427,3549,48,1,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,3,Female,3,1,Research Scientist,1,Divorced,2782,0,Yes,13,3,2,2,6,3,2,5,3,4,3,Recruit.net,42
2753,2911,29,1,Travel_Rarely,Sales,10,Bachelor,Medical,3,Male,2,2,Sales Executive,3,Single,5869,9,No,11,3,3,0,8,2,3,5,2,1,4,Jora,21
298,7658,30,1,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1,Male,2,1,Research Scientist,3,Married,3388,0,Yes,17,4,1,1,2,0,2,1,0,0,0,Company Website,28
1122,7273,39,0,Travel_Frequently,Research & Development,8,Below college,Life Sciences,3,Female,3,1,Laboratory Technician,3,Married,3755,1,No,11,3,1,1,8,3,3,8,3,0,7,Company Website,31
2936,3995,45,0,Travel_Rarely,Research & Development,6,Master,Other,4,Male,1,2,Healthcare Representative,4,Married,5811,3,Yes,16,3,3,1,15,2,3,1,0,1,0,Adzuna,30
1193,3014,35,1,Travel_Rarely,Research & Development,25,College,Technical Degree,1,Male,2,2,Laboratory Technician,4,Single,3681,1,No,14,3,4,0,9,3,3,3,2,0,2,Jora,26
154,5192,53,0,Travel_Rarely,Sales,2,Master,Life Sciences,2,Female,1,2,Research Scientist,4,Divorced,5329,7,Yes,12,3,4,3,17,3,3,13,11,1,9,Adzuna,36
1228,7078,35,0,Travel_Rarely,Research & Development,28,Bachelor,Life Sciences,2,Male,3,2,Sales Executive,3,Divorced,7104,0,No,12,4,4,0,6,3,3,5,0,1,2,Company Website,29
425,7747,41,1,Travel_Rarely,Research & Development,19,College,Life Sciences,1,Female,3,3,Healthcare Representative,4,Married,10312,1,No,12,3,4,1,40,3,2,40,10,15,6,Seek,1
1996,1263,32,1,Travel_Rarely,Research & Development,9,Bachelor,Medical,3,Male,2,1,Research Scientist,3,Married,2539,1,No,13,3,3,1,4,0,3,4,2,2,2,Seek,28
701,5316,39,0,Travel_Frequently,Research & Development,2,Master,Technical Degree,3,Female,3,3,Healthcare Representative,3,Single,10938,0,No,25,3,4,0,20,1,3,19,6,11,8,Adzuna,19
85,1324,31,0,Travel_Rarely,Sales,6,Master,Medical,1,Male,4,1,Laboratory Technician,2,Married,2426,4,No,22,3,4,2,13,4,4,7,7,5,7,LinkedIn,18
2637,8323,49,0,Travel_Rarely,Research & Development,3,College,Medical,4,Male,4,2,Laboratory Technician,1,Married,5562,3,Yes,13,3,4,1,9,3,3,3,2,0,2,GlassDoor,40
1651,8186,31,1,Non-Travel,Sales,20,College,Marketing,4,Female,3,2,Sales Executive,3,Married,6932,1,No,13,3,4,1,9,2,2,9,8,0,0,GlassDoor,22
2467,9067,30,1,Travel_Rarely,Sales,16,Below college,Life Sciences,4,Male,3,2,Sales Executive,3,Married,5301,8,No,15,3,3,2,4,2,2,2,1,2,2,Adzuna,26
361,5778,38,1,Travel_Rarely,Sales,1,Master,Life Sciences,1,Male,4,1,Research Scientist,3,Divorced,2610,3,No,11,3,4,3,4,2,3,4,2,0,3,Indeed,34
2113,9900,42,0,Travel_Frequently,Research & Development,26,Doctor,Medical,1,Female,3,3,Research Director,1,Married,13191,3,Yes,17,3,3,0,20,6,3,1,0,0,0,Recruit.net,22
864,3480,48,0,Travel_Rarely,Research & Development,4,Master,Life Sciences,2,Female,3,2,Sales Executive,3,Married,5238,4,Yes,18,3,1,0,12,3,2,1,0,0,0,LinkedIn,36
2236,1383,24,1,Travel_Frequently,Sales,24,Bachelor,Medical,3,Female,3,1,Human Resources,1,Single,3423,6,No,12,3,3,0,10,3,4,7,6,5,7,Jora,14
316,8139,45,0,Travel_Rarely,Research & Development,6,Master,Other,4,Male,3,3,Research Director,1,Married,13245,4,Yes,14,3,2,0,17,3,4,0,0,0,0,Referral,28
1533,9768,28,1,Travel_Rarely,Human Resources,8,College,Medical,2,Male,2,1,Human Resources,4,Divorced,4936,1,No,13,3,4,1,6,6,3,5,1,0,4,Referral,22
679,8332,32,1,Non-Travel,Sales,26,Master,Marketing,3,Male,3,2,Sales Executive,4,Married,4465,0,No,18,3,1,0,4,2,3,3,2,2,2,GlassDoor,28
2991,7142,35,0,Non-Travel,Research & Development,2,College,Medical,2,Male,3,2,Manufacturing Director,4,Divorced,5762,2,No,14,3,3,1,15,6,3,7,7,1,7,Jora,20
2838,6342,23,1,Travel_Rarely,Sales,7,Bachelor,Life Sciences,3,Male,3,1,Sales Representative,4,Divorced,2275,1,Yes,21,3,2,1,3,2,3,3,2,0,2,Company Website,20
1608,9011,20,1,Travel_Rarely,Sales,2,Bachelor,Medical,3,Female,2,1,Sales Representative,3,Single,2044,1,No,13,3,4,0,2,3,2,2,2,0,2,Seek,18
3323,2044,56,0,Non-Travel,Research & Development,1,Master,Life Sciences,3,Male,3,2,Healthcare Representative,3,Divorced,6306,1,No,21,3,1,1,13,2,2,13,12,1,9,Adzuna,43
1235,8855,46,0,Travel_Rarely,Sales,1,Master,Life Sciences,2,Female,3,2,Sales Executive,1,Single,8381,7,No,20,3,4,0,18,2,4,14,7,8,10,Company Website,28
1438,5302,34,0,Travel_Rarely,Sales,8,College,Life Sciences,3,Female,3,2,Sales Executive,1,Married,6500,5,No,17,3,2,1,6,1,3,3,2,1,2,Jora,28
2711,4257,37,0,Travel_Rarely,Research & Development,19,Bachelor,Life Sciences,3,Male,3,2,Manufacturing Director,3,Married,5768,3,No,17,4,1,3,9,2,2,4,3,0,2,Company Website,28
2221,5957,58,1,Travel_Rarely,Research & Development,23,Master,Life Sciences,1,Male,3,1,Research Scientist,3,Divorced,2372,1,No,12,3,4,2,2,3,3,2,2,2,2,Indeed,56
3016,4871,35,0,Travel_Rarely,Research & Development,10,Bachelor,Other,4,Female,3,2,Healthcare Representative,2,Married,8926,4,No,22,4,4,1,13,2,4,9,7,3,7,Indeed,22
2721,7654,45,0,Travel_Rarely,Research & Development,4,Bachelor,Life Sciences,1,Female,3,2,Manufacturing Director,3,Single,5042,3,No,14,3,2,1,9,3,2,6,5,1,2,LinkedIn,36
636,8002,34,0,Travel_Rarely,Research & Development,1,College,Life Sciences,1,Male,3,2,Laboratory Technician,2,Single,5914,8,No,16,3,4,0,16,3,4,13,11,3,7,Adzuna,18
1708,4769,39,0,Travel_Rarely,Sales,2,Doctor,Life Sciences,1,Male,4,3,Sales Executive,3,Single,7880,0,No,18,3,4,0,9,3,3,8,7,0,7,Adzuna,30
1843,6753,34,1,Travel_Rarely,Sales,10,Master,Life Sciences,3,Female,3,1,Sales Representative,3,Married,2220,1,Yes,19,3,4,1,1,2,3,1,1,0,0,Adzuna,33
474,7217,49,1,Travel_Frequently,Research & Development,10,Master,Life Sciences,1,Female,3,1,Laboratory Technician,2,Single,1483,1,No,14,3,4,0,1,3,3,1,0,0,0,Recruit.net,48
462,3027,32,0,Travel_Frequently,Sales,9,College,Medical,4,Male,1,2,Sales Executive,4,Divorced,4668,0,No,17,3,4,3,9,2,4,8,7,0,7,LinkedIn,23
1768,5544,44,1,Travel_Rarely,Sales,5,Bachelor,Marketing,3,Male,1,1,Laboratory Technician,1,Married,2451,1,No,15,3,1,1,4,3,2,4,3,1,1,Recruit.net,40
894,7919,31,1,Travel_Rarely,Research & Development,7,Master,Medical,3,Female,3,3,Manufacturing Director,4,Single,7143,1,Yes,14,3,3,0,11,2,2,11,9,4,10,Company Website,20
1724,8868,47,0,Travel_Rarely,Sales,2,College,Marketing,3,Female,3,1,Research Scientist,4,Single,3452,3,No,18,4,1,0,5,4,3,3,2,0,2,Indeed,42
586,1002,26,1,Travel_Rarely,Research & Development,23,Bachelor,Life Sciences,1,Female,3,2,Manufacturing Director,3,Divorced,5265,2,No,16,3,2,1,11,5,3,5,3,0,2,Adzuna,15
2619,9417,33,1,Travel_Frequently,Sales,7,Bachelor,Medical,4,Male,3,2,Sales Executive,2,Married,9924,0,No,11,3,4,1,10,3,3,9,8,7,7,Adzuna,23
1673,8728,20,1,Travel_Rarely,Research & Development,4,Bachelor,Technical Degree,1,Male,3,1,Laboratory Technician,1,Single,2973,1,No,19,3,2,0,1,2,3,1,0,0,0,Adzuna,19
1334,5380,27,1,Travel_Frequently,Research & Development,10,College,Life Sciences,4,Male,3,3,Manufacturing Director,1,Divorced,8793,9,Yes,12,3,2,2,7,2,3,3,2,1,1,Seek,20
2922,3586,49,1,Travel_Rarely,Sales,11,Master,Medical,4,Female,3,1,Research Scientist,1,Married,2559,1,Yes,13,3,4,1,10,3,2,8,2,7,6,LinkedIn,39
687,4643,31,1,Travel_Frequently,Research & Development,3,Master,Medical,2,Male,3,3,Research Director,3,Divorced,13675,9,No,12,3,1,1,9,3,3,2,2,2,2,GlassDoor,22
1903,7193,50,1,Travel_Rarely,Sales,28,Bachelor,Marketing,3,Male,2,3,Healthcare Representative,4,Divorced,7119,4,No,15,3,3,1,9,2,3,3,2,1,2,Jora,41
1395,9184,25,1,Travel_Rarely,Sales,26,Below college,Medical,3,Female,3,2,Sales Executive,4,Single,6180,1,No,23,3,2,0,6,5,2,6,5,1,4,Adzuna,19
706,1158,47,1,Travel_Frequently,Sales,27,College,Life Sciences,1,Female,4,2,Research Scientist,1,Single,6545,3,Yes,13,3,3,0,10,1,3,3,2,0,2,Company Website,37
1320,5216,53,0,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,3,Male,4,4,Research Director,3,Married,14814,1,No,15,3,2,2,5,6,3,4,2,3,2,Adzuna,48
2338,7004,25,1,Travel_Rarely,Research & Development,2,Below college,Medical,3,Male,3,2,Sales Executive,4,Married,9998,6,No,13,3,1,0,8,2,4,5,4,1,2,Seek,17
3212,1947,26,1,Travel_Rarely,Sales,8,Bachelor,Technical Degree,4,Male,1,2,Research Scientist,1,Married,5003,1,No,21,3,2,0,10,6,3,10,8,8,7,Company Website,16
2846,4359,24,1,Travel_Rarely,Research & Development,9,Bachelor,Medical,3,Male,4,1,Research Scientist,3,Married,4401,1,No,16,3,4,1,5,1,3,5,3,0,4,Recruit.net,19
237,7327,33,1,Travel_Frequently,Sales,1,Bachelor,Life Sciences,1,Female,3,5,Research Director,3,Married,2693,1,No,19,3,1,0,1,3,2,1,0,0,0,Company Website,32
2329,1771,51,0,Travel_Frequently,Sales,2,Bachelor,Marketing,2,Male,3,3,Sales Executive,2,Married,10596,2,No,11,3,2,0,14,5,3,4,2,3,2,Jora,37
3173,8803,45,0,Travel_Rarely,Research & Development,9,College,Medical,1,Male,3,2,Manufacturing Director,1,Married,5151,0,No,13,3,2,1,15,5,3,14,10,4,10,Company Website,30
300,3327,59,1,Travel_Frequently,Sales,1,Below college,Life Sciences,1,Female,2,2,Sales Executive,3,Single,5473,7,No,11,3,4,0,20,2,2,4,3,1,3,Company Website,39
670,7989,33,0,Travel_Rarely,Research & Development,2,College,Life Sciences,1,Female,3,1,Laboratory Technician,1,Married,2707,7,No,20,3,1,0,13,3,4,9,7,1,7,Jora,20
1155,9599,24,1,Non-Travel,Sales,13,College,Life Sciences,2,Female,3,3,Manufacturing Director,4,Single,7491,4,No,17,3,4,0,12,3,4,6,5,1,2,Seek,12
2386,8801,35,0,Travel_Rarely,Sales,18,Bachelor,Medical,3,Female,3,2,Sales Executive,1,Divorced,4779,7,No,14,3,2,2,8,3,3,3,2,0,2,Jora,27
1849,5149,50,1,Travel_Rarely,Research & Development,2,Master,Medical,2,Male,3,5,Research Director,3,Married,19237,2,Yes,11,3,4,1,29,2,2,8,1,7,7,Indeed,21
2962,6782,42,0,Travel_Frequently,Research & Development,5,College,Other,4,Female,2,2,Sales Executive,4,Married,5468,1,No,14,3,1,2,13,3,3,12,7,5,7,Company Website,29
1701,1264,27,1,Travel_Frequently,Sales,8,Below college,Marketing,3,Male,3,4,Manager,3,Divorced,14852,6,No,13,3,3,1,22,3,4,17,13,15,2,Referral,5
2852,6840,36,0,Travel_Rarely,Sales,2,Master,Life Sciences,3,Female,3,2,Sales Representative,4,Single,4502,3,No,15,3,3,0,17,2,2,13,7,6,7,Company Website,19
896,6560,29,1,Travel_Rarely,Sales,10,Below college,Marketing,4,Female,2,2,Sales Executive,2,Divorced,8268,1,Yes,14,3,1,2,7,2,3,7,7,1,7,Indeed,22
695,2180,43,0,Travel_Frequently,Sales,15,Bachelor,Life Sciences,1,Female,2,1,Research Scientist,1,Married,3920,2,No,14,3,1,1,17,2,2,3,1,0,2,Jora,26
2536,6807,45,1,Non-Travel,Research & Development,6,Bachelor,Marketing,2,Female,3,3,Manufacturing Director,2,Single,8376,4,Yes,12,3,2,0,4,2,2,4,3,1,2,Adzuna,41
2957,1799,38,0,Travel_Rarely,Research & Development,6,College,Other,4,Female,2,1,Laboratory Technician,3,Married,3702,1,No,11,3,2,1,5,3,3,5,4,0,4,Adzuna,33
2730,6378,44,0,Travel_Rarely,Research & Development,12,Bachelor,Medical,4,Female,2,3,Manufacturing Director,3,Married,7756,1,Yes,24,4,3,1,10,2,2,3,2,0,2,Recruit.net,34
2039,4025,45,0,Travel_Rarely,Research & Development,7,Bachelor,Medical,1,Female,3,1,Research Scientist,3,Married,4477,4,Yes,19,3,3,1,7,2,2,3,2,0,2,Recruit.net,38
2029,7230,50,0,Travel_Rarely,Research & Development,1,Bachelor,Medical,3,Female,1,2,Sales Executive,3,Single,5346,8,No,13,3,2,0,7,2,2,4,3,1,3,Company Website,43
1233,3829,35,1,Travel_Rarely,Research & Development,7,College,Life Sciences,2,Female,3,1,Research Scientist,3,Divorced,2083,1,No,20,4,3,1,1,2,3,1,0,0,0,Jora,34
3347,6839,36,0,Travel_Rarely,Sales,11,Master,Marketing,2,Female,2,2,Sales Executive,4,Married,6652,4,No,13,3,1,1,8,2,2,6,3,0,0,Seek,28
958,2439,19,1,Travel_Rarely,Research & Development,9,College,Medical,2,Male,3,1,Healthcare Representative,2,Divorced,3816,1,No,11,3,2,0,0,2,4,0,0,0,0,Adzuna,19
2473,7910,30,1,Non-Travel,Research & Development,7,Bachelor,Technical Degree,3,Male,3,1,Research Scientist,3,Divorced,1274,1,No,13,3,2,2,1,2,2,1,0,0,0,Company Website,29
2733,1783,47,1,Travel_Frequently,Sales,12,Bachelor,Medical,4,Female,2,3,Manufacturing Director,3,Married,7756,1,Yes,12,3,4,0,1,2,3,1,0,0,1,Jora,46
985,6266,37,0,Travel_Rarely,Research & Development,14,Bachelor,Life Sciences,4,Female,3,1,Laboratory Technician,1,Divorced,3034,1,No,12,3,3,1,18,2,2,18,7,12,17,LinkedIn,19
1217,4160,38,1,Travel_Rarely,Sales,14,Bachelor,Life Sciences,2,Female,3,1,Sales Representative,3,Divorced,2579,1,Yes,18,3,4,2,8,3,3,8,2,0,6,Seek,30
82,2755,37,0,Non-Travel,Research & Development,2,College,Life Sciences,1,Male,4,1,Laboratory Technician,2,Married,2426,5,No,14,3,4,1,17,2,4,1,0,0,0,Company Website,20
2850,1103,29,1,Travel_Rarely,Research & Development,9,Master,Medical,4,Female,3,1,Laboratory Technician,3,Married,2974,9,No,17,3,3,1,9,2,3,5,3,1,2,GlassDoor,20
2636,4501,36,0,Travel_Frequently,Research & Development,6,Master,Life Sciences,1,Male,4,2,Laboratory Technician,1,Married,5562,3,Yes,13,4,4,1,9,3,3,3,2,0,2,GlassDoor,27
221,8978,33,1,Travel_Frequently,Sales,1,Bachelor,Life Sciences,3,Female,4,2,Sales Executive,1,Married,5376,2,No,19,4,1,2,10,3,3,5,3,1,3,Recruit.net,23
1332,3555,32,0,Travel_Frequently,Research & Development,10,Bachelor,Life Sciences,2,Male,3,3,Manufacturing Director,1,Divorced,8793,1,No,21,3,3,2,9,4,2,9,7,1,7,Adzuna,23
302,9023,59,1,Travel_Frequently,Sales,1,Below college,Human Resources,1,Female,2,2,Sales Executive,3,Married,5473,4,No,11,3,4,0,6,2,2,6,5,0,1,Company Website,53
1196,8708,27,1,Travel_Rarely,Research & Development,6,Master,Medical,1,Female,2,1,Research Scientist,3,Divorced,2187,0,No,12,4,3,2,6,5,2,5,3,0,3,Recruit.net,21
788,8722,49,0,Travel_Frequently,Research & Development,10,Master,Life Sciences,3,Female,3,5,Research Director,1,Single,18665,9,Yes,11,3,4,0,22,4,3,3,2,1,2,Jora,27
999,5320,29,1,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,2,Male,3,5,Research Director,1,Married,19406,4,No,11,4,3,1,24,4,2,4,2,1,2,Seek,5
2632,1843,50,0,Travel_Rarely,Sales,9,Bachelor,Marketing,3,Male,3,5,Manager,3,Married,19331,4,Yes,16,3,3,1,27,2,3,1,0,0,0,Company Website,23
778,6585,35,0,Travel_Frequently,Research & Development,25,Master,Life Sciences,2,Male,3,2,Healthcare Representative,1,Married,4741,1,Yes,13,3,3,1,5,3,3,5,3,3,3,Recruit.net,30
508,2486,43,0,Travel_Frequently,Research & Development,10,Master,Life Sciences,1,Female,3,5,Manager,2,Single,19926,3,No,15,3,2,0,21,5,3,5,4,4,4,Seek,22
366,4569,45,1,Travel_Rarely,Sales,4,College,Life Sciences,1,Male,3,1,Research Scientist,1,Single,2956,1,No,13,3,4,0,1,2,3,1,0,0,0,Indeed,44
2083,9265,30,0,Travel_Rarely,Research & Development,7,Master,Life Sciences,3,Male,3,2,Laboratory Technician,3,Divorced,3491,1,No,13,3,1,3,10,4,2,10,7,8,9,Jora,20
3099,5755,36,0,Travel_Rarely,Sales,10,Master,Technical Degree,2,Female,2,2,Sales Executive,3,Married,5673,1,Yes,13,3,1,1,10,4,3,10,9,1,7,Company Website,26
645,2712,59,0,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,3,Male,2,1,Research Scientist,4,Married,2177,3,No,17,3,1,1,7,6,3,1,0,0,0,Company Website,52
1097,2766,35,0,Travel_Rarely,Research & Development,16,Bachelor,Life Sciences,4,Male,3,3,Healthcare Representative,3,Married,7632,4,Yes,12,3,3,0,10,2,3,8,7,0,0,Seek,25
1050,1105,52,0,Travel_Rarely,Sales,5,Bachelor,Life Sciences,2,Male,3,1,Laboratory Technician,4,Married,1702,1,Yes,23,3,3,1,1,3,3,1,0,0,0,Adzuna,51
1865,3019,32,1,Travel_Rarely,Sales,2,Master,Marketing,3,Female,2,3,Manufacturing Director,4,Single,8858,0,No,11,3,2,0,15,2,2,14,8,7,8,Referral,17
3281,6721,35,1,Travel_Rarely,Research & Development,11,Master,Medical,4,Male,3,1,Laboratory Technician,3,Married,2660,7,Yes,11,3,3,1,5,3,3,2,2,2,2,Adzuna,30
863,9364,39,0,Travel_Rarely,Sales,3,College,Medical,4,Female,3,2,Sales Executive,3,Married,5238,4,Yes,18,3,1,0,12,3,2,1,0,0,0,LinkedIn,27
1347,4463,36,0,Non-Travel,Research & Development,8,Bachelor,Life Sciences,1,Female,4,3,Research Director,1,Married,11713,9,No,14,3,1,1,10,2,3,8,7,0,5,Jora,26
1593,3920,54,1,Travel_Rarely,Sales,3,Bachelor,Marketing,3,Male,3,1,Laboratory Technician,4,Single,2795,1,Yes,24,3,1,2,7,2,3,5,2,1,4,Jora,47
3162,3055,50,0,Travel_Rarely,Research & Development,10,Bachelor,Technical Degree,4,Male,3,2,Research Scientist,2,Married,5467,8,No,18,3,3,1,16,4,4,8,7,1,7,LinkedIn,34
2398,4119,36,0,Travel_Rarely,Sales,16,Master,Marketing,3,Female,2,2,Sales Executive,1,Married,5647,4,No,13,3,1,2,11,3,2,3,2,0,2,Recruit.net,25
600,1052,38,0,Travel_Rarely,Research & Development,29,Below college,Medical,2,Male,3,2,Healthcare Representative,1,Married,6673,7,Yes,19,3,2,0,17,2,3,1,0,0,0,Company Website,21
1189,8303,34,1,Travel_Rarely,Research & Development,1,College,Life Sciences,2,Male,2,1,Research Scientist,4,Married,2121,1,Yes,13,3,2,0,1,3,4,1,0,0,0,Indeed,33
35,6326,41,0,Travel_Rarely,Human Resources,10,Master,Human Resources,1,Female,4,1,Laboratory Technician,1,Married,2670,4,Yes,20,3,1,3,12,3,2,1,0,0,0,Seek,29
1901,9606,36,1,Travel_Rarely,Sales,11,Master,Marketing,3,Male,2,3,Human Resources,1,Married,10482,9,No,14,3,4,1,24,1,3,20,6,3,6,Seek,12
1549,3367,32,1,Non-Travel,Research & Development,1,Bachelor,Life Sciences,4,Male,3,1,Laboratory Technician,4,Divorced,2314,0,No,12,3,2,1,4,2,3,3,0,0,2,Seek,28
1079,6450,46,0,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1,Male,3,4,Research Director,3,Married,17861,6,No,13,3,3,0,26,2,1,3,2,0,1,Company Website,20
2639,9013,32,1,Travel_Rarely,Research & Development,10,Bachelor,Medical,4,Male,2,5,Manager,4,Single,19613,1,No,22,3,4,0,24,2,3,1,0,0,1,Seek,8
2564,7574,30,1,Travel_Rarely,Research & Development,17,Master,Medical,4,Male,3,1,Research Scientist,4,Married,2132,4,No,20,3,4,1,8,3,3,5,4,0,3,Company Website,22
2904,7066,30,1,Travel_Frequently,Human Resources,8,Bachelor,Human Resources,3,Female,2,1,Human Resources,4,Divorced,2180,6,No,11,3,3,1,6,0,2,4,2,1,2,Company Website,24
381,5802,50,0,Travel_Frequently,Research & Development,1,Bachelor,Life Sciences,1,Female,3,5,Research Director,2,Married,18172,3,Yes,19,3,1,0,28,1,2,8,3,0,7,Seek,22
2881,1284,31,1,Non-Travel,Research & Development,10,Bachelor,Medical,4,Male,3,2,Sales Executive,2,Married,4978,7,No,11,3,4,1,4,3,1,1,0,0,0,Jora,27
1340,3314,40,0,Travel_Rarely,Research & Development,8,College,Life Sciences,2,Male,3,1,Sales Representative,2,Married,3875,7,No,15,3,4,1,4,2,3,2,2,2,2,Company Website,36
1916,3203,34,0,Travel_Rarely,Research & Development,19,College,Medical,3,Male,3,1,Laboratory Technician,4,Married,3691,1,Yes,15,3,2,1,7,3,4,7,7,5,6,Recruit.net,27
2035,4733,40,0,Travel_Rarely,Research & Development,4,Below college,Medical,3,Female,3,1,Laboratory Technician,4,Married,3131,1,No,13,3,1,1,10,5,3,10,8,0,8,Jora,30
1716,8719,37,0,Travel_Rarely,Sales,16,Master,Medical,3,Male,3,3,Healthcare Representative,3,Married,7510,0,No,17,3,4,2,12,3,3,7,7,0,7,Indeed,25
50,6490,34,0,Travel_Rarely,Research & Development,1,College,Life Sciences,4,Male,3,1,Laboratory Technician,3,Divorced,2693,1,Yes,13,3,4,1,6,3,3,6,5,1,3,Company Website,28
2453,4032,43,1,Travel_Rarely,Sales,25,Bachelor,Medical,4,Male,2,1,Laboratory Technician,3,Single,3162,3,No,14,4,4,0,7,5,3,5,2,0,3,Jora,36
2628,4259,39,0,Travel_Rarely,Sales,6,Bachelor,Medical,4,Male,4,3,Sales Executive,3,Married,8237,2,No,11,3,1,1,11,3,3,7,6,7,6,Company Website,28
2942,2378,26,1,Travel_Rarely,Research & Development,6,Bachelor,Marketing,4,Male,2,5,Research Director,1,Married,1859,1,Yes,25,4,2,0,1,2,4,1,1,0,0,Seek,25
2960,1274,30,1,Non-Travel,Sales,22,Master,Other,4,Female,3,1,Laboratory Technician,1,Married,2398,1,Yes,17,3,3,0,1,6,3,1,0,0,0,Seek,29
291,2188,55,0,Travel_Rarely,Sales,1,College,Life Sciences,1,Male,2,2,Manufacturing Director,2,Single,6499,1,No,13,3,3,0,6,3,3,6,5,0,3,Indeed,49
63,3661,39,0,Travel_Rarely,Sales,3,Bachelor,Life Sciences,1,Male,2,3,Manufacturing Director,3,Single,9526,4,Yes,18,3,1,0,12,3,2,1,0,0,0,LinkedIn,27
520,1323,42,0,Travel_Rarely,Research & Development,23,Doctor,Life Sciences,1,Male,3,1,Research Scientist,2,Married,3058,0,Yes,16,3,4,1,6,3,2,5,2,1,1,Adzuna,36
1367,6206,34,1,Travel_Rarely,Research & Development,8,College,Medical,2,Female,3,2,Healthcare Representative,3,Single,6142,3,No,11,3,4,0,10,2,3,5,1,4,3,GlassDoor,24
1893,1966,40,1,Travel_Rarely,Research & Development,20,Master,Medical,1,Male,3,2,Sales Executive,4,Single,4908,1,No,14,3,3,0,1,4,1,1,0,0,0,Seek,39
2670,7208,36,0,Travel_Rarely,Research & Development,12,Master,Life Sciences,3,Female,3,2,Manufacturing Director,3,Married,4663,9,Yes,12,3,2,2,7,2,3,3,2,1,1,Seek,29
